,Service_provider,technology,Download_Upload,Data_Speed(Kbps),signal_strength,Service_Area
1615,CELLONE,4G,upload,2534,-99.0,Kerala
1616,CELLONE,4G,upload,1488,-99.0,Kerala
1617,CELLONE,4G,upload,3623,-93.0,Kerala
1618,CELLONE,4G,upload,388,-99.0,Kerala
1619,CELLONE,4G,upload,6127,-91.0,Kerala
1620,CELLONE,4G,upload,311,-109.0,Kerala
1621,AIRTEL,4G,upload,11745,-86.0,Madhya Pradesh
1622,JIO,4G,download,7510,-79.0,Delhi
1623,JIO,4G,upload,9359,-81.0,Delhi
1624,JIO,4G,download,2353,-103.0,Rajasthan
1625,JIO,4G,download,3178,,Rajasthan
1626,JIO,4G,download,3859,-100.0,Rajasthan
1627,JIO,4G,download,3135,-108.0,Rajasthan
1628,AIRTEL,4G,download,273,-90.0,North East
1629,AIRTEL,4G,download,4721,,West Bengal
1630,AIRTEL,4G,download,2595,-97.0,West Bengal
1631,AIRTEL,4G,download,1187,-79.0,West Bengal
1632,AIRTEL,4G,upload,4,-96.0,North East
1633,AIRTEL,4G,upload,331,,West Bengal
1634,AIRTEL,4G,upload,0,-97.0,West Bengal
1635,AIRTEL,4G,upload,449,-85.0,West Bengal
1636,AIRTEL,4G,download,12830,,Andhra Pradesh
1637,AIRTEL,4G,download,14252,-106.0,Andhra Pradesh
1638,AIRTEL,4G,upload,2849,,Andhra Pradesh
1639,AIRTEL,4G,upload,6871,-105.0,Andhra Pradesh
1640,JIO,4G,upload,8282,-58.0,Rajasthan
1641,VODAFONE,4G,download,21867,-57.0,Kolkata
1642,VODAFONE,4G,download,42836,-53.0,Kolkata
1643,VODAFONE,4G,download,10549,-67.0,Kolkata
1644,VODAFONE,4G,download,3594,-75.0,Kolkata
1645,JIO,4G,download,3484,,Kerala
1646,JIO,4G,upload,7348,-62.0,Orissa
1647,AIRTEL,4G,download,135,-101.0,Gujarat
1648,AIRTEL,4G,upload,1116,,UP East
1649,AIRTEL,4G,upload,690,-75.0,UP East
1650,AIRTEL,4G,upload,810,-75.0,UP East
1651,AIRTEL,4G,download,5146,-91.0,Tamil Nadu
1652,AIRTEL,4G,download,20461,-95.0,Tamil Nadu
1653,AIRTEL,4G,upload,3737,-82.0,Tamil Nadu
1654,AIRTEL,4G,upload,1463,-93.0,Tamil Nadu
1655,JIO,4G,upload,8614,-59.0,Gujarat
1656,JIO,4G,upload,8460,-59.0,Gujarat
1657,JIO,4G,download,3107,-59.0,Tamil Nadu
1658,JIO,4G,upload,2902,-59.0,Tamil Nadu
1659,AIRTEL,4G,download,11526,-75.0,Kerala
1660,AIRTEL,4G,download,15122,-71.0,Kerala
1661,AIRTEL,4G,download,13442,-75.0,Kerala
1662,AIRTEL,4G,download,6138,-75.0,Kerala
1663,AIRTEL,4G,download,12311,-73.0,Kerala
1664,JIO,4G,download,834,-103.0,Maharashtra
1665,JIO,4G,download,2604,-100.0,Maharashtra
1666,JIO,4G,upload,14,-103.0,Maharashtra
1667,JIO,4G,upload,1099,-100.0,Maharashtra
1668,CELLONE,3G,download,3426,-57.0,Tamil Nadu
1669,CELLONE,3G,upload,1365,-57.0,Tamil Nadu
1670,JIO,4G,download,917,-103.0,Karnataka
1671,JIO,4G,download,114,-102.0,Karnataka
1672,JIO,4G,upload,1118,-103.0,Karnataka
1673,JIO,4G,upload,373,-101.0,Karnataka
1674,JIO,4G,download,2497,-107.0,Kolkata
1675,JIO,4G,download,12892,-91.0,Kolkata
1676,JIO,4G,download,10537,-91.0,Kolkata
1677,JIO,4G,download,3475,-107.0,Kolkata
1678,JIO,4G,upload,2476,-109.0,Kolkata
1679,JIO,4G,upload,19201,-91.0,Kolkata
1680,JIO,4G,upload,17930,-91.0,Kolkata
1681,JIO,4G,upload,4420,-107.0,Kolkata
1682,IDEA,4G,upload,6237,-103.0,Maharashtra
1683,IDEA,4G,upload,6185,-105.0,Maharashtra
1684,IDEA,4G,upload,790,-111.0,Maharashtra
1685,JIO,4G,download,4193,-77.0,Kerala
1686,JIO,4G,upload,618,,Kerala
1687,JIO,4G,download,45092,-51.0,Chennai
1688,JIO,4G,download,43099,-71.0,Chennai
1689,JIO,4G,download,6946,-67.0,Chennai
1690,AIRTEL,4G,download,2867,-77.0,Chennai
1691,AIRTEL,4G,download,3848,-71.0,Chennai
1692,JIO,4G,download,24361,-55.0,Tamil Nadu
1693,JIO,4G,download,15626,-67.0,Tamil Nadu
1694,JIO,4G,download,20026,-65.0,Tamil Nadu
1695,JIO,4G,download,23,-59.0,Tamil Nadu
1696,JIO,4G,upload,3869,-51.0,Chennai
1697,JIO,4G,upload,2012,-71.0,Chennai
1698,JIO,4G,upload,3443,-67.0,Chennai
1699,AIRTEL,4G,upload,3751,-83.0,Chennai
1700,AIRTEL,4G,upload,1487,-73.0,Chennai
1701,JIO,4G,upload,7511,-51.0,Tamil Nadu
1702,JIO,4G,upload,1812,-67.0,Tamil Nadu
1703,JIO,4G,upload,2518,-65.0,Tamil Nadu
1704,JIO,4G,upload,3158,-59.0,Tamil Nadu
1705,JIO,4G,download,39341,-61.0,Rajasthan
1706,JIO,4G,upload,7112,-61.0,Rajasthan
1707,IDEA,4G,download,23272,-69.0,Maharashtra
1708,IDEA,4G,upload,4257,-69.0,Maharashtra
1709,AIRTEL,4G,download,10651,-73.0,Bihar
1710,AIRTEL,4G,upload,3655,,Bihar
1711,JIO,4G,download,14242,-107.0,Rajasthan
1712,JIO,4G,upload,4436,-107.0,Rajasthan
1713,JIO,4G,upload,2881,-63.0,UP East
1714,JIO,4G,upload,1778,-69.0,UP East
1715,JIO,4G,upload,2079,-73.0,UP East
1716,JIO,4G,upload,2723,-75.0,UP East
1717,AIRTEL,4G,download,820,-97.0,Tamil Nadu
1718,AIRTEL,4G,download,2159,-97.0,Tamil Nadu
1719,AIRTEL,4G,download,4556,-105.0,Tamil Nadu
1720,AIRTEL,4G,upload,8299,-95.0,Tamil Nadu
1721,AIRTEL,4G,upload,7948,-101.0,Tamil Nadu
1722,AIRTEL,4G,upload,11284,-95.0,Tamil Nadu
1723,AIRTEL,4G,download,50446,-57.0,Maharashtra
1724,AIRTEL,4G,download,23183,-51.0,Maharashtra
1725,AIRTEL,4G,upload,8384,-61.0,Maharashtra
1726,AIRTEL,4G,upload,25944,-51.0,Maharashtra
1727,JIO,4G,download,2893,-81.0,Madhya Pradesh
1728,JIO,4G,upload,1333,-81.0,Madhya Pradesh
1729,AIRTEL,4G,download,13385,-67.0,Bihar
1730,AIRTEL,4G,download,8125,-67.0,Bihar
1731,AIRTEL,4G,download,13816,-67.0,Bihar
1732,AIRTEL,4G,upload,660,-71.0,Bihar
1733,AIRTEL,4G,upload,841,-75.0,Bihar
1734,AIRTEL,4G,upload,493,-73.0,Bihar
1735,JIO,4G,download,79251,-57.0,Orissa
1736,JIO,4G,download,77771,-57.0,Orissa
1737,JIO,4G,download,65467,-57.0,Orissa
1738,JIO,4G,download,76828,-57.0,Orissa
1739,JIO,4G,upload,8219,-57.0,Orissa
1740,JIO,4G,upload,8527,-57.0,Orissa
1741,JIO,4G,upload,6751,-57.0,Orissa
1742,JIO,4G,upload,8588,-57.0,Orissa
1743,IDEA,4G,download,17881,-84.0,Madhya Pradesh
1744,IDEA,4G,download,17633,-86.0,Madhya Pradesh
1745,IDEA,4G,upload,9558,-84.0,Madhya Pradesh
1746,IDEA,4G,upload,8822,-90.0,Madhya Pradesh
1747,JIO,4G,download,39285,-65.0,Rajasthan
1748,JIO,4G,upload,6453,-65.0,Rajasthan
1749,JIO,4G,download,40333,-71.0,Rajasthan
1750,JIO,4G,download,43411,-71.0,Rajasthan
1751,JIO,4G,upload,5218,-71.0,Rajasthan
1752,JIO,4G,upload,5594,-71.0,Rajasthan
1753,VODAFONE,4G,download,7515,-63.0,Maharashtra
1754,JIO,4G,download,3264,-65.0,Maharashtra
1755,JIO,4G,download,4570,-57.0,Maharashtra
1756,VODAFONE,4G,download,9392,-51.0,Maharashtra
1757,JIO,4G,download,1765,-59.0,Maharashtra
1758,JIO,4G,download,8533,-59.0,Maharashtra
1759,VODAFONE,4G,upload,7860,-67.0,Maharashtra
1760,JIO,4G,upload,2313,-65.0,Maharashtra
1761,JIO,4G,upload,651,-57.0,Maharashtra
1762,VODAFONE,4G,upload,7982,-51.0,Maharashtra
1763,JIO,4G,upload,4334,-59.0,Maharashtra
1764,JIO,4G,upload,4348,-61.0,Maharashtra
1765,JIO,4G,download,80441,-71.0,Rajasthan
1766,JIO,4G,download,80570,-71.0,Rajasthan
1767,JIO,4G,download,80040,-71.0,Rajasthan
1768,JIO,4G,upload,8158,-71.0,Rajasthan
1769,JIO,4G,upload,8700,-71.0,Rajasthan
1770,JIO,4G,upload,7582,-71.0,Rajasthan
1771,JIO,4G,download,80591,-71.0,Rajasthan
1772,JIO,4G,upload,8653,-71.0,Rajasthan
1773,CELLONE,3G,download,565,,Kerala
1774,CELLONE,3G,upload,1385,,Kerala
1775,VODAFONE,4G,download,10822,-82.0,Mumbai
1776,VODAFONE,4G,download,6846,-100.0,Mumbai
1777,VODAFONE,4G,download,4787,-96.0,Mumbai
1778,VODAFONE,4G,download,7156,-95.0,Mumbai
1779,VODAFONE,4G,upload,4,-82.0,Mumbai
1780,VODAFONE,4G,upload,3965,-91.0,Mumbai
1781,VODAFONE,4G,upload,1491,-96.0,Mumbai
1782,VODAFONE,4G,upload,7364,-96.0,Mumbai
1783,AIRTEL,4G,download,22010,-93.0,Bihar
1784,AIRTEL,4G,upload,26,-93.0,Bihar
1785,JIO,4G,download,80273,-61.0,Madhya Pradesh
1786,JIO,4G,download,80641,-61.0,Madhya Pradesh
1787,JIO,4G,download,80714,-61.0,Madhya Pradesh
1788,JIO,4G,upload,8596,-61.0,Madhya Pradesh
1789,JIO,4G,upload,8777,-61.0,Madhya Pradesh
1790,JIO,4G,upload,8734,-61.0,Madhya Pradesh
1791,JIO,4G,download,59461,-67.0,Delhi
1792,JIO,4G,upload,7887,-67.0,Delhi
1793,JIO,4G,download,4099,-69.0,West Bengal
1794,JIO,4G,download,204,-71.0,West Bengal
1795,JIO,4G,download,421,-67.0,West Bengal
1796,JIO,4G,download,1069,-67.0,West Bengal
1797,JIO,4G,download,1434,-65.0,West Bengal
1798,JIO,4G,download,1991,-63.0,West Bengal
1799,JIO,4G,download,2641,-71.0,West Bengal
1800,JIO,4G,upload,920,-69.0,West Bengal
1801,JIO,4G,upload,1209,-71.0,West Bengal
1802,JIO,4G,upload,585,-67.0,West Bengal
1803,JIO,4G,upload,1966,-69.0,West Bengal
1804,JIO,4G,upload,1658,-65.0,West Bengal
1805,JIO,4G,upload,12484,-63.0,West Bengal
1806,JIO,4G,upload,2172,-71.0,West Bengal
1807,CELLONE,3G,download,279,,Tamil Nadu
1808,JIO,4G,download,1852,,Chennai
1809,JIO,4G,download,1177,,Chennai
1810,JIO,4G,download,1166,,Tamil Nadu
1811,JIO,4G,download,1143,,Tamil Nadu
1812,JIO,4G,download,1415,,Tamil Nadu
1813,JIO,4G,download,1316,,Tamil Nadu
1814,JIO,4G,download,939,,Tamil Nadu
1815,CELLONE,3G,download,248,,Tamil Nadu
1816,CELLONE,3G,download,820,,Tamil Nadu
1817,CELLONE,3G,download,343,,Tamil Nadu
1818,CELLONE,3G,download,312,,Tamil Nadu
1819,CELLONE,3G,download,309,,Tamil Nadu
1820,CELLONE,3G,download,417,,Tamil Nadu
1821,CELLONE,3G,download,342,,Tamil Nadu
1822,CELLONE,3G,download,454,,Tamil Nadu
1823,CELLONE,3G,download,689,,Tamil Nadu
1824,CELLONE,3G,download,761,,Tamil Nadu
1825,CELLONE,3G,download,665,,Tamil Nadu
1826,CELLONE,3G,download,860,,Tamil Nadu
1827,CELLONE,3G,download,2865,,Tamil Nadu
1828,CELLONE,3G,download,1209,,Tamil Nadu
1829,CELLONE,3G,download,904,,Tamil Nadu
1830,CELLONE,3G,download,1878,,Tamil Nadu
1831,CELLONE,3G,download,2941,,Tamil Nadu
1832,CELLONE,3G,download,2908,,Tamil Nadu
1833,CELLONE,3G,download,4404,,Tamil Nadu
1834,CELLONE,3G,download,786,,Tamil Nadu
1835,CELLONE,3G,download,665,,Tamil Nadu
1836,CELLONE,3G,download,385,,Tamil Nadu
1837,CELLONE,3G,download,640,,Tamil Nadu
1838,CELLONE,3G,download,2233,,Tamil Nadu
1839,CELLONE,3G,download,1514,,Tamil Nadu
1840,CELLONE,3G,upload,240,,Tamil Nadu
1841,JIO,4G,upload,2239,,Chennai
1842,JIO,4G,upload,1479,,Chennai
1843,JIO,4G,upload,50,,Tamil Nadu
1844,JIO,4G,upload,54,,Tamil Nadu
1845,JIO,4G,upload,31,,Tamil Nadu
1846,JIO,4G,upload,32,,Tamil Nadu
1847,JIO,4G,upload,37,,Tamil Nadu
1848,CELLONE,3G,upload,136,,Tamil Nadu
1849,CELLONE,3G,upload,287,,Tamil Nadu
1850,CELLONE,3G,upload,1646,,Tamil Nadu
1851,CELLONE,3G,upload,1787,,Tamil Nadu
1852,CELLONE,3G,upload,1581,,Tamil Nadu
1853,CELLONE,3G,upload,1488,,Tamil Nadu
1854,CELLONE,3G,upload,1480,,Tamil Nadu
1855,CELLONE,3G,upload,1648,,Tamil Nadu
1856,CELLONE,3G,upload,1707,,Tamil Nadu
1857,CELLONE,3G,upload,1645,,Tamil Nadu
1858,CELLONE,3G,upload,1750,,Tamil Nadu
1859,CELLONE,3G,upload,1609,,Tamil Nadu
1860,CELLONE,3G,upload,1356,,Tamil Nadu
1861,CELLONE,3G,upload,1543,,Tamil Nadu
1862,CELLONE,3G,upload,1637,,Tamil Nadu
1863,CELLONE,3G,upload,1147,,Tamil Nadu
1864,CELLONE,3G,upload,1578,,Tamil Nadu
1865,CELLONE,3G,upload,1786,,Tamil Nadu
1866,CELLONE,3G,upload,1948,,Tamil Nadu
1867,CELLONE,3G,upload,1623,,Tamil Nadu
1868,CELLONE,3G,upload,542,,Tamil Nadu
1869,CELLONE,3G,upload,1040,,Tamil Nadu
1870,CELLONE,3G,upload,1359,,Tamil Nadu
1871,CELLONE,3G,upload,1801,,Tamil Nadu
1872,CELLONE,3G,upload,150,,Tamil Nadu
1873,AIRTEL,4G,download,27966,-90.0,Gujarat
1874,JIO,4G,download,76717,-67.0,Rajasthan
1875,JIO,4G,upload,7421,-67.0,Rajasthan
1876,JIO,4G,download,11979,-96.0,Delhi
1877,JIO,4G,upload,2551,-96.0,Delhi
1878,AIRTEL,4G,download,301,-86.0,UP East
1879,AIRTEL,4G,download,4373,-111.0,UP East
1880,AIRTEL,4G,download,8585,-97.0,UP East
1881,AIRTEL,4G,download,5052,-100.0,UP East
1882,AIRTEL,4G,download,8546,-81.0,UP East
1883,AIRTEL,4G,download,2083,-98.0,UP East
1884,AIRTEL,4G,download,454,-110.0,UP East
1885,AIRTEL,4G,download,6050,-104.0,UP East
1886,AIRTEL,4G,download,1133,-111.0,UP East
1887,AIRTEL,4G,download,642,-111.0,UP East
1888,AIRTEL,4G,download,1546,-109.0,UP East
1889,AIRTEL,4G,download,4263,-105.0,UP East
1890,AIRTEL,4G,download,9624,-76.0,UP East
1891,AIRTEL,4G,download,7888,-102.0,UP East
1892,AIRTEL,4G,download,2030,-105.0,UP East
1893,AIRTEL,4G,download,1994,-105.0,UP East
1894,AIRTEL,4G,upload,8740,-86.0,UP East
1895,AIRTEL,4G,upload,317,-110.0,UP East
1896,AIRTEL,4G,upload,1752,-95.0,UP East
1897,AIRTEL,4G,upload,5583,-100.0,UP East
1898,AIRTEL,4G,upload,4185,-81.0,UP East
1899,AIRTEL,4G,upload,5638,-98.0,UP East
1900,AIRTEL,4G,upload,32,-107.0,UP East
1901,AIRTEL,4G,upload,2882,-103.0,UP East
1902,AIRTEL,4G,upload,33,-108.0,UP East
1903,AIRTEL,4G,upload,68,-109.0,UP East
1904,AIRTEL,4G,upload,220,-108.0,UP East
1905,AIRTEL,4G,upload,7072,-77.0,UP East
1906,AIRTEL,4G,upload,4252,-106.0,UP East
1907,AIRTEL,4G,upload,490,-106.0,UP East
1908,AIRTEL,4G,upload,157,-111.0,UP East
1909,JIO,4G,download,80306,-71.0,Rajasthan
1910,JIO,4G,download,78341,-71.0,Rajasthan
1911,JIO,4G,download,80470,-71.0,Rajasthan
1912,JIO,4G,download,80112,-71.0,Rajasthan
1913,JIO,4G,upload,6733,-71.0,Rajasthan
1914,JIO,4G,upload,8506,-71.0,Rajasthan
1915,JIO,4G,upload,8416,-71.0,Rajasthan
1916,JIO,4G,upload,8524,-71.0,Rajasthan
1917,AIRTEL,4G,download,25583,,Delhi
1918,AIRTEL,4G,download,6756,,Delhi
1919,JIO,4G,download,1432,-90.0,Maharashtra
1920,JIO,4G,download,6787,-91.0,Maharashtra
1921,JIO,4G,download,478,-102.0,Maharashtra
1922,JIO,4G,download,17396,-63.0,Maharashtra
1923,JIO,4G,download,10878,-63.0,Maharashtra
1924,JIO,4G,download,1269,-87.0,Maharashtra
1925,JIO,4G,upload,5070,-90.0,Maharashtra
1926,JIO,4G,upload,5411,-91.0,Maharashtra
1927,JIO,4G,upload,1704,-91.0,Maharashtra
1928,JIO,4G,upload,6797,-63.0,Maharashtra
1929,JIO,4G,upload,2909,-63.0,Maharashtra
1930,JIO,4G,upload,1703,-87.0,Maharashtra
1931,JIO,4G,download,41104,-68.0,Punjab
1932,JIO,4G,upload,0,-68.0,Punjab
1933,JIO,4G,download,5829,-70.0,UP West
1934,JIO,4G,download,13585,-84.0,UP West
1935,AIRTEL,4G,download,16261,-85.0,Andhra Pradesh
1936,AIRTEL,4G,upload,24749,-85.0,Andhra Pradesh
1937,JIO,4G,upload,8426,-58.0,Gujarat
1938,AIRTEL,4G,download,9194,-97.0,Maharashtra
1939,AIRTEL,4G,upload,8816,-97.0,Maharashtra
1940,JIO,4G,download,7007,-86.0,Karnataka
1941,JIO,4G,download,3330,-80.0,Karnataka
1942,JIO,4G,download,7393,-85.0,Karnataka
1943,JIO,4G,download,11447,-86.0,Karnataka
1944,JIO,4G,download,17231,-88.0,Karnataka
1945,JIO,4G,download,6995,-75.0,Karnataka
1946,JIO,4G,download,5444,-90.0,Karnataka
1947,JIO,4G,download,8739,-78.0,Karnataka
1948,JIO,4G,download,5782,-85.0,Karnataka
1949,JIO,4G,download,17363,-85.0,Karnataka
1950,JIO,4G,download,2042,-100.0,Karnataka
1951,JIO,4G,download,16181,-87.0,Karnataka
1952,JIO,4G,download,24018,-87.0,Karnataka
1953,JIO,4G,download,17812,-82.0,Karnataka
1954,JIO,4G,download,9101,-84.0,Karnataka
1955,JIO,4G,download,8320,-78.0,Karnataka
1956,JIO,4G,download,41360,-83.0,Karnataka
1957,JIO,4G,download,10223,-84.0,Karnataka
1958,JIO,4G,download,14928,-83.0,Karnataka
1959,JIO,4G,download,10590,-81.0,Karnataka
1960,JIO,4G,upload,4056,-86.0,Karnataka
1961,JIO,4G,upload,6971,-80.0,Karnataka
1962,JIO,4G,upload,6824,-85.0,Karnataka
1963,JIO,4G,upload,4371,-86.0,Karnataka
1964,JIO,4G,upload,6092,-88.0,Karnataka
1965,JIO,4G,upload,1098,-75.0,Karnataka
1966,JIO,4G,upload,2257,-90.0,Karnataka
1967,JIO,4G,upload,4664,-78.0,Karnataka
1968,JIO,4G,upload,4586,-85.0,Karnataka
1969,JIO,4G,upload,5333,-85.0,Karnataka
1970,JIO,4G,upload,335,-100.0,Karnataka
1971,JIO,4G,upload,5696,-87.0,Karnataka
1972,JIO,4G,upload,6331,-87.0,Karnataka
1973,JIO,4G,upload,3504,-82.0,Karnataka
1974,JIO,4G,upload,3952,-84.0,Karnataka
1975,JIO,4G,upload,2083,-78.0,Karnataka
1976,JIO,4G,upload,6861,-83.0,Karnataka
1977,JIO,4G,upload,3306,-84.0,Karnataka
1978,JIO,4G,upload,7338,-83.0,Karnataka
1979,JIO,4G,upload,2464,-81.0,Karnataka
1980,AIRTEL,4G,download,497,-81.0,Kerala
1981,AIRTEL,4G,upload,779,-81.0,Kerala
1982,JIO,4G,download,1336,-59.0,Maharashtra
1983,AIRTEL,4G,download,6594,-85.0,Mumbai
1984,AIRTEL,4G,upload,3168,-75.0,Mumbai
1985,JIO,4G,upload,50,-73.0,Kerala
1986,VODAFONE,4G,download,8302,-89.0,Karnataka
1987,VODAFONE,4G,download,4679,-89.0,Karnataka
1988,VODAFONE,4G,download,10903,-91.0,Karnataka
1989,VODAFONE,4G,download,6259,-105.0,Karnataka
1990,VODAFONE,4G,download,5311,-75.0,Karnataka
1991,VODAFONE,4G,download,3881,-93.0,Karnataka
1992,VODAFONE,4G,download,1951,-103.0,Karnataka
1993,VODAFONE,4G,download,4074,-99.0,Karnataka
1994,VODAFONE,4G,download,2927,-85.0,Karnataka
1995,VODAFONE,4G,download,7064,-97.0,Karnataka
1996,VODAFONE,4G,download,15552,-95.0,Karnataka
1997,VODAFONE,4G,download,10650,-89.0,Karnataka
1998,VODAFONE,4G,download,8091,-87.0,Karnataka
1999,VODAFONE,4G,download,9314,-87.0,Karnataka
2000,VODAFONE,4G,upload,832,-89.0,Karnataka
2001,VODAFONE,4G,upload,3535,-89.0,Karnataka
2002,VODAFONE,4G,upload,8003,-89.0,Karnataka
2003,VODAFONE,4G,upload,5219,-105.0,Karnataka
2004,VODAFONE,4G,upload,16098,-75.0,Karnataka
2005,VODAFONE,4G,upload,6772,-95.0,Karnataka
2006,VODAFONE,4G,upload,295,-105.0,Karnataka
2007,VODAFONE,4G,upload,3153,-101.0,Karnataka
2008,VODAFONE,4G,upload,7903,-85.0,Karnataka
2009,VODAFONE,4G,upload,3295,-103.0,Karnataka
2010,VODAFONE,4G,upload,6518,-93.0,Karnataka
2011,VODAFONE,4G,upload,3965,-87.0,Karnataka
2012,VODAFONE,4G,upload,19704,-87.0,Karnataka
2013,VODAFONE,4G,upload,5961,-93.0,Karnataka
2014,VODAFONE,4G,download,1434,-71.0,Mumbai
2015,VODAFONE,4G,download,1339,-65.0,Mumbai
2016,VODAFONE,4G,download,1316,-65.0,Mumbai
2017,VODAFONE,4G,download,697,-65.0,Mumbai
2018,VODAFONE,4G,download,10746,-51.0,Mumbai
2019,VODAFONE,4G,download,1539,-65.0,Mumbai
2020,VODAFONE,4G,download,841,-73.0,Mumbai
2021,VODAFONE,4G,download,2143,-75.0,Mumbai
2022,VODAFONE,4G,download,1150,-85.0,Mumbai
2023,VODAFONE,4G,download,6799,-75.0,Mumbai
2024,VODAFONE,4G,download,773,-77.0,Mumbai
2025,VODAFONE,4G,download,671,-71.0,Mumbai
2026,VODAFONE,4G,download,888,-77.0,Mumbai
2027,VODAFONE,4G,download,10064,-71.0,Mumbai
2028,VODAFONE,4G,download,3484,-83.0,Mumbai
2029,VODAFONE,4G,download,8225,-69.0,Mumbai
2030,VODAFONE,4G,download,948,-77.0,Mumbai
2031,VODAFONE,4G,download,6676,-71.0,Mumbai
2032,VODAFONE,4G,download,5616,-77.0,Mumbai
2033,VODAFONE,4G,download,1781,-75.0,Mumbai
2034,VODAFONE,4G,download,2922,-57.0,Mumbai
2035,VODAFONE,4G,download,11880,-55.0,Mumbai
2036,VODAFONE,4G,download,4189,-71.0,Mumbai
2037,VODAFONE,4G,download,9181,-71.0,Mumbai
2038,VODAFONE,4G,download,4232,-65.0,Mumbai
2039,VODAFONE,4G,download,878,-51.0,Mumbai
2040,VODAFONE,4G,download,1474,-75.0,Mumbai
2041,VODAFONE,4G,download,8624,-75.0,Mumbai
2042,VODAFONE,4G,download,10416,-73.0,Mumbai
2043,VODAFONE,4G,download,10855,-79.0,Mumbai
2044,VODAFONE,4G,download,359,-75.0,Mumbai
2045,VODAFONE,4G,download,7325,-55.0,Mumbai
2046,VODAFONE,4G,download,8274,-59.0,Mumbai
2047,VODAFONE,4G,download,2580,-73.0,Mumbai
2048,VODAFONE,4G,download,4581,-55.0,Mumbai
2049,VODAFONE,4G,download,3582,-57.0,Mumbai
2050,VODAFONE,4G,download,8585,-69.0,Mumbai
2051,VODAFONE,4G,download,7262,-69.0,Mumbai
2052,VODAFONE,4G,download,14399,-59.0,Mumbai
2053,VODAFONE,4G,download,208,-67.0,Mumbai
2054,VODAFONE,4G,download,5639,-61.0,Mumbai
2055,VODAFONE,4G,download,4004,-63.0,Mumbai
2056,VODAFONE,4G,download,5245,-77.0,Mumbai
2057,JIO,4G,download,1959,-81.0,Rajasthan
2058,CELLONE,4G,download,11,-71.0,Tamil Nadu
2059,CELLONE,4G,download,1532,-69.0,Tamil Nadu
2060,CELLONE,4G,upload,1675,,Tamil Nadu
2061,CELLONE,4G,upload,5271,-69.0,Tamil Nadu
2062,JIO,4G,download,71453,-58.0,Gujarat
2063,JIO,4G,download,77111,-61.0,UP West
2064,JIO,4G,download,80541,-61.0,UP West
2065,JIO,4G,upload,9025,-61.0,UP West
2066,JIO,4G,upload,8616,-61.0,UP West
2067,JIO,4G,download,7686,-69.0,West Bengal
2068,JIO,4G,download,10241,-69.0,West Bengal
2069,JIO,4G,download,388,-73.0,West Bengal
2070,JIO,4G,upload,312,-69.0,West Bengal
2071,JIO,4G,upload,461,-71.0,West Bengal
2072,JIO,4G,upload,123,-75.0,West Bengal
2073,AIRTEL,4G,download,3706,,Maharashtra
2074,AIRTEL,4G,download,5433,-106.0,Maharashtra
2075,AIRTEL,4G,upload,276,,Maharashtra
2076,AIRTEL,4G,upload,4353,-106.0,Maharashtra
2077,AIRTEL,4G,download,23465,-67.0,Tamil Nadu
2078,AIRTEL,4G,upload,1285,-67.0,Tamil Nadu
2079,JIO,4G,upload,5971,-60.0,Orissa
2080,JIO,4G,download,6284,-89.0,Kerala
2081,JIO,4G,download,4084,-86.0,Kerala
2082,JIO,4G,download,26263,-85.0,Kerala
2083,JIO,4G,download,18895,-88.0,Kerala
2084,JIO,4G,download,18257,-95.0,Kerala
2085,AIRTEL,4G,download,4575,,Kerala
2086,AIRTEL,4G,download,3623,,Kerala
2087,AIRTEL,4G,download,1663,,Kerala
2088,AIRTEL,4G,download,3061,-103.0,Kerala
2089,AIRTEL,4G,download,2722,-108.0,Kerala
2090,JIO,4G,upload,7564,-89.0,Kerala
2091,JIO,4G,upload,3053,-86.0,Kerala
2092,JIO,4G,upload,1709,-84.0,Kerala
2093,JIO,4G,upload,1181,-86.0,Kerala
2094,JIO,4G,upload,1517,-95.0,Kerala
2095,AIRTEL,4G,upload,257,-110.0,Kerala
2096,AIRTEL,4G,upload,111,,Kerala
2097,AIRTEL,4G,upload,62,,Kerala
2098,AIRTEL,4G,upload,291,-103.0,Kerala
2099,AIRTEL,4G,upload,97,-109.0,Kerala
2100,JIO,4G,download,70175,-63.0,Rajasthan
2101,JIO,4G,upload,7343,-63.0,Rajasthan
2102,VODAFONE,4G,download,10618,-80.0,Tamil Nadu
2103,VODAFONE,4G,download,8781,-110.0,Tamil Nadu
2104,VODAFONE,4G,download,10884,-112.0,Tamil Nadu
2105,VODAFONE,4G,download,875,-97.0,Tamil Nadu
2106,VODAFONE,4G,upload,10814,-94.0,Tamil Nadu
2107,VODAFONE,4G,upload,5900,-111.0,Tamil Nadu
2108,VODAFONE,4G,upload,2705,,Tamil Nadu
2109,VODAFONE,4G,upload,14302,-98.0,Tamil Nadu
2110,AIRTEL,4G,download,19655,-51.0,Delhi
2111,AIRTEL,4G,download,9719,-51.0,Delhi
2112,AIRTEL,4G,upload,8824,-51.0,Delhi
2113,AIRTEL,4G,upload,10938,-51.0,Delhi
2114,JIO,4G,upload,607,-104.0,Gujarat
2115,JIO,4G,upload,584,-105.0,Gujarat
2116,JIO,4G,upload,612,-103.0,Gujarat
2117,VODAFONE,4G,upload,4085,-55.0,Gujarat
2118,VODAFONE,4G,upload,3354,-61.0,Gujarat
2119,VODAFONE,4G,upload,3054,-75.0,Gujarat
