id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
4695,Jackson,0,185.88,6,South,kariox,Consumer,television,Standard Class,853,50.1876,2020-06-01,39212,Mississippi,2020-05-01
4696,Tallahassee,0.2,390.272,8,South,qexty,Corporate,tshirts,Standard Class,3169,-24.392,2020-06-01,32303,Florida,2020-05-01
4697,Tallahassee,0.2,62.192,13,South,kariox,Corporate,phone,Standard Class,3170,19.435,2020-06-01,32303,Florida,2020-05-01
4698,Los Angeles,0,262.24,2,West,kariox,Consumer,battery,Standard Class,3421,78.672,2020-06-01,90004,California,2020-05-01
4699,Houston,0.2,223.96,5,Central,fynota,Consumer,chocolates,Same Day,9719,11.198,2020-06-01,77041,Texas,2020-05-01
4700,Los Angeles,0,182.72,8,West,kariox,Consumer,phone,Standard Class,3422,84.0512,2020-06-01,90004,California,2020-05-01
4701,Los Angeles,0,131.6,7,West,fynota,Consumer,chocolates,Standard Class,3423,7.896,2020-06-01,90004,California,2020-05-01
4702,Los Angeles,0.2,22.72,4,West,kariox,Consumer,headset,Standard Class,3424,7.384,2020-06-01,90004,California,2020-05-01
4703,Los Angeles,0.2,558.4,2,West,fynota,Consumer,sweets,Standard Class,3425,41.88,2020-06-01,90004,California,2020-05-01
4704,New York City,0,54.9,5,East,kariox,Corporate,charger,Same Day,3532,15.372,2020-05-01,10035,New York,2020-05-01
4705,Park Ridge,0.2,286.4,1,Central,fynota,Home Office,colddrinks,Standard Class,7315,25.06,2020-06-01,60068,Illinois,2020-05-01
4706,Montgomery,0,979.95,5,South,fynota,Consumer,colddrinks,Second Class,534,274.386,2020-06-01,36116,Alabama,2020-05-01
4707,Santa Ana,0,5.94,3,West,kariox,Consumer,lighting,Standard Class,6605,0,2020-06-01,92704,California,2020-05-01
4708,Chicago,0.6,22.608,3,Central,qexty,Consumer,shorts,First Class,7789,-10.1736,2020-05-01,60653,Illinois,2020-05-01
4709,Encinitas,0.2,298.776,3,West,qexty,Consumer,hoodies,First Class,2821,7.4694,2020-05-01,92024,California,2020-05-01
4710,Chicago,0.8,2.89,1,Central,kariox,Consumer,headset,First Class,7787,-4.7685,2020-05-01,60653,Illinois,2020-05-01
4711,Newark,0.7,224.937,3,East,fynota,Consumer,sweets,First Class,9563,-164.9538,2020-05-01,43055,Ohio,2020-05-01
4712,Newark,0.2,6,2,East,kariox,Consumer,tablet,First Class,9564,2.1,2020-05-01,43055,Ohio,2020-05-01
4713,Louisville,0,79.14,3,South,kariox,Consumer,phone,First Class,1358,36.4044,2020-05-01,40214,Kentucky,2020-05-01
4714,Murfreesboro,0.2,14.352,3,South,kariox,Corporate,phone,First Class,2286,5.2026,2020-05-01,37130,Tennessee,2020-05-01
4715,Los Angeles,0,5.98,1,West,kariox,Home Office,laptop,Standard Class,2589,1.0166,2020-05-01,90004,California,2020-05-01
4716,Los Angeles,0.2,246.168,3,West,fynota,Home Office,colddrinks,Standard Class,2590,21.5397,2020-05-01,90004,California,2020-05-01
4717,Encinitas,0.2,6.72,5,West,kariox,Consumer,headset,First Class,2820,2.352,2020-05-01,92024,California,2020-05-01
4718,Chattanooga,0.2,16.72,5,South,qexty,Consumer,shorts,Standard Class,3041,3.344,2020-05-01,37421,Tennessee,2020-05-01
4719,San Francisco,0.2,71.088,2,West,qexty,Consumer,hoodies,Second Class,5696,-1.7772,2020-05-01,94109,California,2020-05-01
4720,Henderson,0,1685.88,6,West,qexty,Corporate,hoodies,First Class,7115,320.3172,2020-05-01,89015,Nevada,2020-05-01
4721,Henderson,0.2,5.728,2,West,kariox,Corporate,headset,First Class,7116,2.0048,2020-05-01,89015,Nevada,2020-05-01
4722,Newark,0.2,431.976,3,East,fynota,Consumer,chocolates,First Class,9562,-75.5958,2020-05-01,43055,Ohio,2020-05-01
4723,Tallahassee,0.2,93.248,4,South,kariox,Home Office,phone,Standard Class,8752,31.4712,2020-05-01,32303,Florida,2020-05-01
4724,Lorain,0.2,7.216,2,East,kariox,Home Office,lighting,Standard Class,2380,1.7138,2020-05-01,44052,Ohio,2020-05-01
4725,Lorain,0.2,49.568,2,East,kariox,Home Office,phone,Standard Class,2381,15.49,2020-05-01,44052,Ohio,2020-05-01
4726,Lorain,0.2,54.712,7,East,qexty,Home Office,shorts,Standard Class,2382,11.6263,2020-05-01,44052,Ohio,2020-05-01
4727,Chicago,0.8,3.208,2,Central,kariox,Consumer,headset,Standard Class,3359,-5.2932,2020-05-01,60610,Illinois,2020-05-01
4728,Chicago,0.2,26.176,2,Central,fynota,Consumer,chocolates,Standard Class,3360,-3.272,2020-05-01,60610,Illinois,2020-05-01
4729,Springfield,0,54.48,1,Central,kariox,Home Office,battery,Second Class,6633,15.2544,2020-05-01,65807,Missouri,2020-05-01
4730,Bakersfield,0,41.6,4,West,qexty,Consumer,shorts,Standard Class,9676,14.144,2020-05-01,93309,California,2020-05-01
4731,New York City,0.2,85.232,7,East,kariox,Consumer,headset,Standard Class,2180,30.8966,2020-05-01,10009,New York,2020-05-01
4732,New York City,0,44.4,3,East,kariox,Consumer,tablet,Standard Class,2181,22.2,2020-05-01,10009,New York,2020-05-01
4733,New York City,0.1,442.764,4,East,qexty,Consumer,tshirts,Standard Class,2182,59.0352,2020-05-01,10009,New York,2020-05-01
4734,New York City,0,3999.95,5,East,fynota,Consumer,sweets,Standard Class,2183,1159.9855,2020-05-01,10009,New York,2020-05-01
4735,Tallahassee,0.2,177.48,3,South,fynota,Home Office,colddrinks,Standard Class,8753,19.9665,2020-05-01,32303,Florida,2020-05-01
4736,New York City,0,199.95,5,East,fynota,Consumer,chocolates,Standard Class,2184,21.9945,2020-05-01,10009,New York,2020-05-01
4737,Newark,0.2,51.968,2,East,qexty,Consumer,shorts,First Class,9561,10.3936,2020-05-01,43055,Ohio,2020-05-01
4738,Newark,0.2,132.52,5,East,fynota,Consumer,chocolates,First Class,9559,34.7865,2020-05-01,43055,Ohio,2020-05-01
4739,New York City,0.2,7.712,2,East,kariox,Consumer,headset,Standard Class,1716,2.7956,2020-05-01,10011,New York,2020-05-01
4740,Dallas,0.6,22.608,3,Central,qexty,Home Office,shorts,Standard Class,2155,-10.1736,2020-05-01,75081,Texas,2020-05-01
4741,Scottsdale,0.2,111.888,7,West,qexty,Corporate,shorts,Standard Class,2542,22.3776,2020-05-01,85254,Arizona,2020-05-01
4742,Memphis,0.2,3.984,1,South,kariox,Consumer,tablet,First Class,2664,1.2948,2020-05-01,38109,Tennessee,2020-05-01
4743,Chicago,0.2,7.896,3,Central,kariox,Consumer,lighting,First Class,7788,2.4675,2020-05-01,60653,Illinois,2020-05-01
4744,Memphis,0.7,2.742,2,South,kariox,Consumer,headset,First Class,2666,-2.0108,2020-05-01,38109,Tennessee,2020-05-01
4745,Little Rock,0,109.92,2,South,kariox,Consumer,phone,Second Class,5862,53.8608,2020-05-01,72209,Arkansas,2020-05-01
4746,Little Rock,0,19.44,3,South,kariox,Consumer,phone,Second Class,5863,9.3312,2020-05-01,72209,Arkansas,2020-05-01
4747,Little Rock,0,11.16,2,South,kariox,Consumer,television,Second Class,5864,4.3524,2020-05-01,72209,Arkansas,2020-05-01
4748,Houston,0.2,86.352,3,Central,kariox,Consumer,television,Standard Class,1278,5.397,2020-05-01,77070,Texas,2020-05-01
4749,New York City,0,44.94,3,East,kariox,Consumer,laptop,Same Day,3237,12.5832,2020-05-01,10024,New York,2020-05-01
4750,Newark,0.2,195.64,5,East,kariox,Consumer,laptop,First Class,9560,-44.019,2020-05-01,43055,Ohio,2020-05-01
4751,New York City,0.2,45.576,3,East,kariox,Consumer,headset,Same Day,3238,15.9516,2020-05-01,10024,New York,2020-05-01
4752,Irving,0.2,18.936,3,Central,kariox,Consumer,laptop,Standard Class,7849,-3.7872,2020-05-01,75061,Texas,2020-05-01
4753,Irving,0.2,12.672,3,Central,kariox,Consumer,laptop,Standard Class,7850,-3.168,2020-05-01,75061,Texas,2020-05-01
4754,Irving,0.2,5.04,2,Central,kariox,Consumer,tablet,Standard Class,7851,1.764,2020-05-01,75061,Texas,2020-05-01
4755,Amarillo,0.3,366.744,4,Central,qexty,Consumer,tshirts,Standard Class,8505,-110.0232,2020-05-01,79109,Texas,2020-05-01
4756,New York City,0,12.56,2,East,qexty,Corporate,shorts,Standard Class,9851,4.0192,2020-05-01,10009,New York,2020-05-01
4757,New York City,0.2,90.48,3,East,kariox,Corporate,headset,Standard Class,9852,33.93,2020-05-01,10009,New York,2020-05-01
4758,New York City,0,13.08,2,East,kariox,Corporate,phone,Standard Class,9853,6.0168,2020-05-01,10009,New York,2020-05-01
4759,New York City,0,214.7,5,East,qexty,Corporate,shorts,Standard Class,9854,83.733,2020-05-01,10009,New York,2020-05-01
4760,Chicago,0.8,2.182,1,Central,kariox,Consumer,headset,Standard Class,4436,-3.6003,2020-05-01,60653,Illinois,2020-05-01
4761,Chicago,0.2,27.384,7,Central,kariox,Consumer,television,Standard Class,4437,2.7384,2020-05-01,60653,Illinois,2020-05-01
4762,Chicago,0.8,26.406,3,Central,kariox,Consumer,battery,Standard Class,4438,-71.2962,2020-05-01,60653,Illinois,2020-05-01
4763,Greensboro,0.2,187.056,9,South,qexty,Consumer,tshirts,Standard Class,5316,11.691,2020-05-01,27405,North Carolina,2020-05-01
4764,New York City,0,63.68,8,East,qexty,Consumer,shorts,Standard Class,2185,28.0192,2020-05-01,10009,New York,2020-05-01
4765,Memphis,0.4,370.62,3,South,qexty,Consumer,hoodies,First Class,2665,-142.071,2020-05-01,38109,Tennessee,2020-05-01
4766,Cleveland,0.2,1006.056,3,East,kariox,Consumer,laptop,Same Day,1631,88.0299,2020-05-01,44105,Ohio,2020-05-01
4767,Cincinnati,0.2,79.384,1,East,qexty,Consumer,shorts,Same Day,2161,29.769,2020-05-01,45231,Ohio,2020-05-01
4768,Jacksonville,0.7,57.582,3,South,kariox,Corporate,headset,Standard Class,4797,-44.1462,2020-05-01,32216,Florida,2020-05-01
4769,Jacksonville,0.2,31.104,6,South,kariox,Corporate,phone,Standard Class,4798,10.8864,2020-05-01,32216,Florida,2020-05-01
4770,Jacksonville,0.2,30.192,3,South,qexty,Corporate,shorts,Standard Class,4799,8.3028,2020-05-01,32216,Florida,2020-05-01
4771,Jacksonville,0.2,43.6,5,South,fynota,Corporate,colddrinks,Standard Class,4800,4.36,2020-05-01,32216,Florida,2020-05-01
4772,Jacksonville,0.2,4.768,2,South,kariox,Corporate,television,Standard Class,4801,0.4172,2020-05-01,32216,Florida,2020-05-01
4773,Jacksonville,0.7,10.38,2,South,kariox,Corporate,headset,Standard Class,4802,-7.612,2020-05-01,32216,Florida,2020-05-01
4774,Jacksonville,0.7,13.392,8,South,kariox,Corporate,headset,Standard Class,4803,-9.8208,2020-05-01,32216,Florida,2020-05-01
4775,Yuma,0.2,185.528,7,West,fynota,Corporate,chocolates,Same Day,7280,48.7011,2020-05-01,85364,Arizona,2020-05-01
4776,Jackson,0,511.84,8,South,kariox,Home Office,headset,Standard Class,2096,240.5648,2020-05-01,39212,Mississippi,2020-05-01
4777,Jackson,0,91.96,4,South,kariox,Home Office,television,Standard Class,2097,25.7488,2020-05-01,39212,Mississippi,2020-05-01
4778,Mission Viejo,0,8.67,1,West,kariox,Consumer,battery,Standard Class,9497,2.3409,2020-05-01,92691,California,2020-05-01
4779,Jackson,0,8.34,3,South,kariox,Home Office,television,Standard Class,2098,2.1684,2020-05-01,39212,Mississippi,2020-05-01
4780,Fort Lauderdale,0.7,7.764,4,South,kariox,Consumer,headset,Second Class,4965,-5.176,2020-05-01,33311,Florida,2020-05-01
4781,Springfield,0.2,15.232,4,East,kariox,Consumer,phone,Second Class,7734,5.5216,2020-05-01,45503,Ohio,2020-05-01
4782,Middletown,0,552.56,4,East,kariox,Consumer,laptop,Standard Class,1336,0,2020-05-01,6457,Connecticut,2020-05-01
4783,Los Angeles,0,17.34,3,West,kariox,Consumer,phone,Second Class,3945,8.4966,2020-05-01,90036,California,2020-05-01
4784,Los Angeles,0,282.84,4,West,qexty,Consumer,shorts,Second Class,9610,19.7988,2020-05-01,90045,California,2020-05-01
4785,Los Angeles,0,27.72,9,West,kariox,Consumer,tablet,Second Class,9611,13.3056,2020-05-01,90045,California,2020-05-01
4786,Apopka,0.7,2.952,2,South,kariox,Corporate,headset,Standard Class,1907,-2.1648,2020-05-01,32712,Florida,2020-05-01
4787,Apopka,0.7,27.018,6,South,kariox,Corporate,headset,Standard Class,1908,-21.6144,2020-05-01,32712,Florida,2020-05-01
4788,Waterbury,0,65.17,7,East,kariox,Consumer,charger,First Class,4705,18.8993,2020-05-01,6708,Connecticut,2020-05-01
4789,Waterbury,0,173.24,4,East,qexty,Consumer,shorts,First Class,4707,17.324,2020-05-01,6708,Connecticut,2020-05-01
4790,Dover,0,211.96,2,East,qexty,Corporate,shorts,Second Class,1602,42.392,2020-05-01,19901,Delaware,2020-05-01
4791,New York City,0.2,13.776,3,East,kariox,Consumer,headset,Standard Class,4830,4.4772,2020-05-01,10035,New York,2020-05-01
4792,Mission Viejo,0,120,6,West,fynota,Consumer,chocolates,Standard Class,9496,46.8,2020-05-01,92691,California,2020-05-01
4793,Waterbury,0,14.62,2,East,kariox,Consumer,tablet,First Class,4706,6.8714,2020-05-01,6708,Connecticut,2020-05-01
4794,New York City,0,10.02,3,East,qexty,Corporate,shorts,Standard Class,9272,4.4088,2020-05-01,10024,New York,2020-05-01
4795,New York City,0,631.96,4,East,fynota,Corporate,colddrinks,Standard Class,9273,303.3408,2020-05-01,10024,New York,2020-05-01
4796,Cleveland,0.2,25.12,2,East,kariox,Consumer,laptop,Same Day,1634,1.57,2020-05-01,44105,Ohio,2020-05-01
4797,Cleveland,0.2,58.112,2,East,fynota,Consumer,chocolates,Same Day,1635,7.264,2020-05-01,44105,Ohio,2020-05-01
4798,Los Angeles,0,17.94,3,West,kariox,Consumer,phone,First Class,4815,8.073,2020-05-01,90004,California,2020-05-01
4799,Seattle,0,93.98,2,West,fynota,Consumer,chocolates,Standard Class,494,13.1572,2020-05-01,98115,Washington,2020-05-01
4800,Philadelphia,0.2,9.344,1,East,kariox,Consumer,watch,Standard Class,1557,3.504,2020-05-01,19140,Pennsylvania,2020-05-01
4801,Philadelphia,0.2,79.36,5,East,kariox,Consumer,television,Standard Class,1558,9.92,2020-05-01,19140,Pennsylvania,2020-05-01
4802,New York City,0,8,5,East,kariox,Home Office,television,Standard Class,5583,3.44,2020-05-01,10024,New York,2020-05-01
4803,Los Angeles,0,32.04,4,West,kariox,Corporate,phone,Standard Class,6847,14.418,2020-05-01,90036,California,2020-05-01
4804,Houston,0.2,19.136,2,Central,fynota,Consumer,colddrinks,Standard Class,7833,1.9136,2020-05-01,77036,Texas,2020-05-01
4805,Salem,0,27.86,7,South,kariox,Consumer,television,Second Class,8412,9.1938,2020-05-01,24153,Virginia,2020-05-01
4806,Cleveland,0.2,10.368,2,East,kariox,Consumer,phone,Same Day,1633,3.6288,2020-05-01,44105,Ohio,2020-05-01
4807,Austin,0.8,13.184,4,Central,kariox,Corporate,headset,Standard Class,8916,-20.4352,2020-05-01,78745,Texas,2020-05-01
4808,Seattle,0,54.9,5,West,kariox,Consumer,watch,Standard Class,7077,26.901,2020-05-01,98105,Washington,2020-05-01
4809,Austin,0.2,856.656,6,Central,kariox,Corporate,laptop,Standard Class,8915,107.082,2020-05-01,78745,Texas,2020-05-01
4810,Philadelphia,0.2,82.368,2,East,kariox,Corporate,laptop,Standard Class,3772,-19.5624,2020-05-01,19140,Pennsylvania,2020-05-01
4811,Virginia Beach,0,10.96,4,South,kariox,Corporate,television,Standard Class,1590,2.9592,2020-05-01,23464,Virginia,2020-05-01
4812,Los Angeles,0,5.98,1,West,kariox,Consumer,phone,First Class,161,2.691,2020-05-01,90045,California,2020-05-01
4813,Cleveland,0.2,10.688,2,East,kariox,Consumer,phone,Same Day,1632,3.7408,2020-05-01,44105,Ohio,2020-05-01
4814,Philadelphia,0.4,743.988,2,East,fynota,Home Office,colddrinks,Second Class,8249,-123.998,2020-05-01,19134,Pennsylvania,2020-05-01
4815,Seattle,0,11.96,2,West,kariox,Consumer,phone,Standard Class,6573,5.8604,2020-05-01,98105,Washington,2020-05-01
4816,Austin,0.8,18.528,6,Central,kariox,Corporate,headset,Standard Class,8919,-27.792,2020-05-01,78745,Texas,2020-05-01
4817,Austin,0.2,76.64,2,Central,kariox,Corporate,phone,Standard Class,8918,26.824,2020-05-01,78745,Texas,2020-05-01
4818,Austin,0.8,48.784,4,Central,kariox,Corporate,battery,Standard Class,8917,-131.7168,2020-05-01,78745,Texas,2020-05-01
4819,Chicago,0.2,7.072,2,Central,kariox,Consumer,watch,Standard Class,9379,2.3868,2020-05-01,60610,Illinois,2020-05-01
4820,Philadelphia,0.2,453.6,3,East,kariox,Corporate,battery,Second Class,9550,90.72,2020-06-01,19134,Pennsylvania,2020-06-01
4821,San Francisco,0,17.12,2,West,kariox,Corporate,phone,First Class,941,8.0464,2020-06-01,94110,California,2020-06-01
4822,Dover,0,45,3,East,fynota,Consumer,chocolates,Standard Class,48,4.95,2020-06-01,19901,Delaware,2020-06-01
4823,Dover,0,21.8,2,East,fynota,Consumer,colddrinks,Standard Class,49,6.104,2020-06-01,19901,Delaware,2020-06-01
4824,Salinas,0,5.16,2,West,kariox,Corporate,television,Second Class,851,1.3416,2020-06-01,93905,California,2020-06-01
4825,Salinas,0,38.88,6,West,kariox,Corporate,phone,Second Class,852,18.6624,2020-06-01,93905,California,2020-06-01
4826,Philadelphia,0.2,45.056,8,East,kariox,Home Office,phone,Standard Class,934,15.2064,2020-06-01,19120,Pennsylvania,2020-06-01
4827,Philadelphia,0.7,29.718,6,East,kariox,Home Office,headset,Standard Class,935,-21.7932,2020-06-01,19120,Pennsylvania,2020-06-01
4828,Philadelphia,0.2,15.552,3,East,kariox,Home Office,phone,Standard Class,936,5.4432,2020-06-01,19120,Pennsylvania,2020-06-01
4829,Philadelphia,0.2,447.696,2,East,kariox,Home Office,battery,Standard Class,937,33.5772,2020-06-01,19120,Pennsylvania,2020-06-01
4830,Pasadena,0.2,17.712,3,West,kariox,Consumer,headset,First Class,1308,6.4206,2020-06-01,91104,California,2020-06-01
4831,Pasadena,0,21.78,2,West,kariox,Consumer,battery,First Class,1309,5.6628,2020-06-01,91104,California,2020-06-01
4832,Pasadena,0,161.94,3,West,kariox,Consumer,laptop,First Class,1310,9.7164,2020-06-01,91104,California,2020-06-01
4833,Pasadena,0.2,161.568,2,West,qexty,Consumer,tshirts,First Class,1311,-8.0784,2020-06-01,91104,California,2020-06-01
4834,Carrollton,0.2,10.368,2,Central,kariox,Corporate,phone,Standard Class,1946,3.6288,2020-06-01,75007,Texas,2020-06-01
4835,Oklahoma City,0,6.9,1,Central,fynota,Corporate,chocolates,Standard Class,7287,0.552,2020-06-01,73120,Oklahoma,2020-06-01
4836,Oklahoma City,0,57.69,3,Central,qexty,Corporate,shorts,Standard Class,7288,23.6529,2020-06-01,73120,Oklahoma,2020-06-01
4837,New York City,0.2,36.56,5,East,kariox,Consumer,headset,Standard Class,5226,12.796,2020-06-01,10011,New York,2020-06-01
4838,New York City,0.2,186.144,6,East,kariox,Consumer,headset,Standard Class,5227,60.4968,2020-06-01,10011,New York,2020-06-01
4839,Philadelphia,0.7,4.626,2,East,kariox,Corporate,headset,Second Class,9549,-3.855,2020-06-01,19134,Pennsylvania,2020-06-01
4840,New York City,0.2,353.568,2,East,qexty,Consumer,pants,Standard Class,5228,-44.196,2020-06-01,10011,New York,2020-06-01
4841,Pasadena,0,46.76,7,West,kariox,Consumer,phone,First Class,1307,22.4448,2020-06-01,91104,California,2020-06-01
4842,Carrollton,0.2,95.968,4,Central,fynota,Corporate,chocolates,Standard Class,1945,26.3912,2020-06-01,75007,Texas,2020-06-01
4843,New York City,0,40.74,3,East,kariox,Consumer,laptop,Second Class,3537,0.4074,2020-06-01,10024,New York,2020-06-01
4844,Frankfort,0.2,76.864,2,Central,kariox,Consumer,phone,First Class,6849,26.9024,2020-06-01,60423,Illinois,2020-06-01
4845,Chicago,0.8,0.836,1,Central,kariox,Corporate,headset,Standard Class,8659,-1.3376,2020-06-01,60623,Illinois,2020-06-01
4846,Houston,0.2,173.488,7,Central,kariox,Consumer,phone,First Class,6050,54.215,2020-06-01,77036,Texas,2020-06-01
4847,Los Angeles,0,46.35,5,West,kariox,Consumer,phone,Second Class,4179,21.7845,2020-06-01,90045,California,2020-06-01
4848,Chattanooga,0.5,91.475,1,South,fynota,Home Office,sweets,Second Class,9456,-1.8295,2020-06-01,37421,Tennessee,2020-06-01
4849,Newark,0,9.45,3,East,kariox,Consumer,tablet,Standard Class,9744,4.536,2020-06-01,19711,Delaware,2020-06-01
4850,Troy,0,208.56,6,East,kariox,Consumer,laptop,First Class,56,52.14,2020-06-01,12180,New York,2020-06-01
4851,Troy,0,32.4,5,East,kariox,Consumer,phone,First Class,57,15.552,2020-06-01,12180,New York,2020-06-01
4852,Troy,0.1,319.41,5,East,qexty,Consumer,tshirts,First Class,58,7.098,2020-06-01,12180,New York,2020-06-01
4853,Troy,0,14.56,2,East,kariox,Consumer,phone,First Class,59,6.9888,2020-06-01,12180,New York,2020-06-01
4854,Troy,0,30,2,East,fynota,Consumer,chocolates,First Class,60,3.3,2020-06-01,12180,New York,2020-06-01
4855,Philadelphia,0.2,6.848,2,East,kariox,Corporate,phone,Second Class,9548,2.14,2020-06-01,19134,Pennsylvania,2020-06-01
4856,Troy,0.2,48.48,4,East,kariox,Consumer,headset,First Class,61,16.362,2020-06-01,12180,New York,2020-06-01
4857,San Diego,0,111.96,2,West,kariox,Consumer,phone,Standard Class,1552,54.8604,2020-06-01,92024,California,2020-06-01
4858,Los Angeles,0.15,239.666,2,West,qexty,Consumer,pants,First Class,6616,14.098,2020-06-01,90045,California,2020-06-01
4859,Los Angeles,0,22.5,6,West,kariox,Consumer,tablet,First Class,6617,10.8,2020-06-01,90045,California,2020-06-01
4860,Los Angeles,0,219.84,4,West,kariox,Consumer,phone,First Class,6618,107.7216,2020-06-01,90045,California,2020-06-01
4861,Longmont,0.2,266.352,3,West,qexty,Consumer,shorts,First Class,7532,-13.3176,2020-06-01,80501,Colorado,2020-06-01
4862,Longmont,0.2,483.136,4,West,qexty,Consumer,tshirts,First Class,7533,54.3528,2020-06-01,80501,Colorado,2020-06-01
4863,Waterbury,0,7.96,2,East,kariox,Corporate,headset,Standard Class,7744,3.7412,2020-06-01,6708,Connecticut,2020-06-01
4864,Waterbury,0,566.97,3,East,fynota,Corporate,colddrinks,Standard Class,7745,153.0819,2020-06-01,6708,Connecticut,2020-06-01
4865,Waterbury,0,9.84,3,East,kariox,Corporate,television,Standard Class,7746,2.8536,2020-06-01,6708,Connecticut,2020-06-01
4866,Rochester,0.4,376.866,3,East,qexty,Corporate,hoodies,Standard Class,9604,-213.5574,2020-06-01,14609,New York,2020-06-01
4867,Troy,0,1.68,1,East,kariox,Consumer,television,First Class,62,0.84,2020-06-01,12180,New York,2020-06-01
4868,New York City,0,122.12,4,East,kariox,Consumer,tablet,Standard Class,2085,56.1752,2020-06-01,10009,New York,2020-06-01
4869,Chicago,0.2,5.304,3,Central,kariox,Corporate,television,Standard Class,6506,0.4641,2020-07-01,60653,Illinois,2020-06-01
4870,New York City,0,324.9,5,East,kariox,Consumer,laptop,Standard Class,2087,38.988,2020-06-01,10009,New York,2020-06-01
4871,Roseville,0,171.04,4,Central,kariox,Home Office,laptop,Same Day,8262,44.4704,2020-06-01,48066,Michigan,2020-06-01
4872,Los Angeles,0,231.72,2,West,kariox,Corporate,charger,Same Day,8687,11.586,2020-06-01,90036,California,2020-06-01
4873,Los Angeles,0,17.9,5,West,kariox,Corporate,lighting,Same Day,8688,8.95,2020-06-01,90036,California,2020-06-01
4874,Los Angeles,0,12.48,2,West,kariox,Corporate,phone,Same Day,8689,5.616,2020-06-01,90036,California,2020-06-01
4875,New York City,0,20.97,3,East,fynota,Corporate,chocolates,Standard Class,9025,9.0171,2020-07-01,10035,New York,2020-06-01
4876,New York City,0,139.96,4,East,fynota,Corporate,chocolates,Standard Class,9026,9.7972,2020-07-01,10035,New York,2020-06-01
4877,New York City,0,37.74,3,East,qexty,Corporate,shorts,Standard Class,9027,12.8316,2020-07-01,10035,New York,2020-06-01
4878,Atlanta,0,135.95,1,South,fynota,Consumer,colddrinks,Standard Class,9774,39.4255,2020-07-01,30318,Georgia,2020-06-01
4879,Highland Park,0.2,37.464,7,Central,kariox,Corporate,phone,Standard Class,2904,12.1758,2020-07-01,60035,Illinois,2020-06-01
4880,Highland Park,0.3,539.658,3,Central,qexty,Corporate,tshirts,Standard Class,2905,-7.7094,2020-07-01,60035,Illinois,2020-06-01
4881,San Francisco,0.2,201.584,2,West,fynota,Consumer,colddrinks,Second Class,6149,12.599,2020-06-01,94109,California,2020-06-01
4882,Chicago,0.2,359.976,3,Central,fynota,Consumer,colddrinks,Second Class,3922,35.9976,2020-07-01,60610,Illinois,2020-06-01
4883,Los Angeles,0.2,7.752,3,West,kariox,Corporate,headset,Same Day,4307,2.8101,2020-06-01,90032,California,2020-06-01
4884,Los Angeles,0.2,33.568,2,West,kariox,Corporate,headset,Same Day,4308,11.7488,2020-06-01,90032,California,2020-06-01
4885,Paterson,0,121.96,2,East,qexty,Consumer,tshirts,Second Class,6751,20.7332,2020-07-01,7501,New Jersey,2020-06-01
4886,Paterson,0,8.74,2,East,kariox,Consumer,battery,Second Class,6752,2.2724,2020-07-01,7501,New Jersey,2020-06-01
4887,Paterson,0,61.96,2,East,kariox,Consumer,phone,Second Class,6753,27.882,2020-07-01,7501,New Jersey,2020-06-01
4888,Paterson,0,7.96,2,East,kariox,Consumer,headset,Second Class,6754,3.7412,2020-07-01,7501,New Jersey,2020-06-01
4889,Paterson,0,275.24,4,East,kariox,Consumer,battery,Second Class,6755,121.1056,2020-07-01,7501,New Jersey,2020-06-01
4890,Florence,0,191.88,6,South,kariox,Consumer,laptop,Second Class,1901,19.188,2020-07-01,29501,South Carolina,2020-06-01
4891,Seattle,0,1115.17,7,West,qexty,Corporate,hoodies,Standard Class,9060,334.551,2020-06-01,98103,Washington,2020-06-01
4892,Roseville,0,8.02,1,Central,kariox,Home Office,headset,Same Day,8261,3.7694,2020-06-01,48066,Michigan,2020-06-01
4893,Roseville,0,368.91,9,Central,kariox,Home Office,phone,Same Day,8260,180.7659,2020-06-01,48066,Michigan,2020-06-01
4894,San Francisco,0,22.14,3,West,qexty,Consumer,shorts,Standard Class,3957,6.4206,2020-07-01,94109,California,2020-06-01
4895,Providence,0,14.9,5,East,kariox,Consumer,laptop,Standard Class,1286,1.043,2020-07-01,2908,Rhode Island,2020-06-01
4896,New York City,0,146.73,3,East,kariox,Consumer,phone,Standard Class,2088,68.9631,2020-06-01,10009,New York,2020-06-01
4897,New York City,0,3.96,2,East,kariox,Consumer,lighting,Standard Class,2089,1.4652,2020-06-01,10009,New York,2020-06-01
4898,Buffalo,0,835.17,7,East,kariox,Consumer,charger,Standard Class,3944,16.7034,2020-07-01,14215,New York,2020-06-01
4899,San Francisco,0,93.68,4,West,kariox,Consumer,laptop,Second Class,6928,25.2936,2020-06-01,94109,California,2020-06-01
4900,San Francisco,0,21.93,3,West,kariox,Consumer,tablet,Second Class,6929,10.3071,2020-06-01,94109,California,2020-06-01
4901,San Francisco,0.2,862.344,7,West,fynota,Consumer,colddrinks,Second Class,6930,97.0137,2020-06-01,94109,California,2020-06-01
4902,San Francisco,0,19.98,1,West,kariox,Consumer,phone,Second Class,6931,9.3906,2020-06-01,94109,California,2020-06-01
4903,New York City,0,25.83,7,East,kariox,Consumer,tablet,Second Class,7019,12.1401,2020-06-01,10035,New York,2020-06-01
